scene_id,disaster,damage_label,polygon_area,bbox_width,bbox_height
guatemala-volcano_00000000,guatemala-volcano,no-damage,7156.72148752151,127.70380027585702,98.49366826781642
guatemala-volcano_00000000,guatemala-volcano,no-damage,997.3971696492733,52.31545570319963,43.21711558033576
guatemala-volcano_00000000,guatemala-volcano,no-damage,1410.4511360789245,46.559580089147175,36.14623041059349
guatemala-volcano_00000000,guatemala-volcano,no-damage,570.3594599741361,20.39335209665103,41.941271667204205
guatemala-volcano_00000000,guatemala-volcano,no-damage,3670.577852819047,58.99829365411961,105.0932754544375
guatemala-volcano_00000000,guatemala-volcano,no-damage,361.3324814974605,27.925423591037884,19.591702390316982
guatemala-volcano_00000000,guatemala-volcano,no-damage,597.7652682399709,38.05746244843118,28.409091686963563
guatemala-volcano_00000000,guatemala-volcano,no-damage,105.2551225407745,13.162805969266401,14.808156715220221
guatemala-volcano_00000000,guatemala-volcano,no-damage,32.55680502697543,14.451193079621419,4.505764732148468
guatemala-volcano_00000000,guatemala-volcano,no-damage,303.1333332882461,18.99999999569593,21.133333332632333
guatemala-volcano_00000001,guatemala-volcano,minor-damage,291.6014905450731,23.40753207913093,21.3963996536919
guatemala-volcano_00000001,guatemala-volcano,minor-damage,836.7870720722623,37.072999506486894,55.04205538917631
guatemala-volcano_00000001,guatemala-volcano,minor-damage,315.4436666779193,18.11478824516513,30.53967505622711
guatemala-volcano_00000001,guatemala-volcano,minor-damage,946.9512619484087,36.5779378053208,53.18316036423141
guatemala-volcano_00000002,guatemala-volcano,destroyed,2395.8399135644145,40.11454580713212,104.5420276277458
guatemala-volcano_00000006,guatemala-volcano,no-damage,358.24611011638035,20.744215479611057,28.204854379584944
guatemala-volcano_00000006,guatemala-volcano,no-damage,1316.0191253318214,46.1516464093404,33.376745683196454
guatemala-volcano_00000006,guatemala-volcano,no-damage,665.0988026944516,25.048340495417165,28.939637369224222
guatemala-volcano_00000006,guatemala-volcano,no-damage,135.35097889583727,18.140256897801123,7.806989886185956
guatemala-volcano_00000006,guatemala-volcano,no-damage,287.6120447989136,24.38045344214538,14.264860722281485
guatemala-volcano_00000006,guatemala-volcano,no-damage,661.9163825092975,22.82316549792074,37.7916052123022
guatemala-volcano_00000006,guatemala-volcano,no-damage,857.8345777412097,50.76873788442833,25.29338554081548
guatemala-volcano_00000006,guatemala-volcano,no-damage,3801.1756662077446,97.41119768554665,57.311830869543385
guatemala-volcano_00000006,guatemala-volcano,no-damage,426.5891071649466,34.75565926479101,18.46963044865879
guatemala-volcano_00000006,guatemala-volcano,no-damage,660.9387011572784,31.025339818485918,28.932721591294893
guatemala-volcano_00000006,guatemala-volcano,no-damage,339.0742995280865,20.088835679609474,21.48228093387985
guatemala-volcano_00000006,guatemala-volcano,no-damage,382.7286071410833,20.553317432771905,23.107967058793292
guatemala-volcano_00000006,guatemala-volcano,no-damage,359.90026957361596,18.927631307859087,22.52736487054443
guatemala-volcano_00000006,guatemala-volcano,no-damage,338.59837008562357,19.3190142804973,20.602196040465003
guatemala-volcano_00000006,guatemala-volcano,no-damage,1865.5075391370465,52.76004492690413,44.4607120145011
guatemala-volcano_00000006,guatemala-volcano,no-damage,725.5649303398475,25.198134930455126,35.99733561684269
guatemala-volcano_00000006,guatemala-volcano,no-damage,340.560207326696,20.016348269562172,21.017165683709607
guatemala-volcano_00000006,guatemala-volcano,no-damage,386.5402432956749,20.10733166989837,24.11060132410114
guatemala-volcano_00000006,guatemala-volcano,no-damage,736.1984394348168,17.784284808787106,46.98015236084859
guatemala-volcano_00000006,guatemala-volcano,no-damage,52.272085336104915,3.9099141082036795,15.807224190654892
guatemala-volcano_00000006,guatemala-volcano,no-damage,307.714848113911,18.525296671003616,19.266308539632973
guatemala-volcano_00000006,guatemala-volcano,no-damage,422.31750188294956,26.010977993860934,20.437196996740795
guatemala-volcano_00000006,guatemala-volcano,no-damage,319.9945017740377,19.74047437173965,21.946762682770157
guatemala-volcano_00000006,guatemala-volcano,no-damage,353.24593731667255,25.08201449750493,20.669437870711192
guatemala-volcano_00000006,guatemala-volcano,no-damage,302.5342324295436,18.392271898974286,20.4596202916523
guatemala-volcano_00000006,guatemala-volcano,no-damage,320.5701127738695,17.394241644231784,20.388332414872508
guatemala-volcano_00000006,guatemala-volcano,no-damage,289.93605063855074,17.67939314660407,20.317044539042087
guatemala-volcano_00000006,guatemala-volcano,no-damage,407.95288118845474,22.40564471936068,24.172454372185996
guatemala-volcano_00000006,guatemala-volcano,no-damage,275.1670900713807,17.418065617557545,19.2759926221417
guatemala-volcano_00000006,guatemala-volcano,no-damage,264.13721408759176,15.560138620810449,17.998667809608207
guatemala-volcano_00000006,guatemala-volcano,no-damage,326.54096249569744,17.766426936108473,23.107967058793406
guatemala-volcano_00000006,guatemala-volcano,no-damage,227.3429272230958,14.967483499129344,16.017833217412374
guatemala-volcano_00000006,guatemala-volcano,no-damage,342.4183206427642,21.133919623394377,22.527364869594862
guatemala-volcano_00000006,guatemala-volcano,no-damage,322.0869650568895,17.869921235023753,21.875248409525398
guatemala-volcano_00000006,guatemala-volcano,no-damage,360.24757798695316,20.334737957717948,23.107656770398194
guatemala-volcano_00000006,guatemala-volcano,no-damage,291.90021143102075,16.329410783458457,21.56714632049409
guatemala-volcano_00000006,guatemala-volcano,no-damage,346.04550478810046,19.159872184677624,21.714521808325117
guatemala-volcano_00000006,guatemala-volcano,no-damage,494.29947171788416,19.1181061638149,31.311817147276315
guatemala-volcano_00000006,guatemala-volcano,no-damage,905.694191210024,32.456319767972445,39.86643843951566
guatemala-volcano_00000006,guatemala-volcano,no-damage,718.3021833666787,27.94484722488403,28.800301732956598
guatemala-volcano_00000006,guatemala-volcano,no-damage,170.03797276348547,15.740128412457182,19.470447861377593
guatemala-volcano_00000006,guatemala-volcano,no-damage,99.352307554573,11.827842159308318,14.557344197170494
guatemala-volcano_00000006,guatemala-volcano,no-damage,253.81086111056948,15.467178207413326,28.325099289682875
guatemala-volcano_00000006,guatemala-volcano,no-damage,181.97481891709728,19.01553085731831,14.3753773941243
guatemala-volcano_00000006,guatemala-volcano,no-damage,379.5950186850178,24.929451934954898,15.649145011174994
guatemala-volcano_00000006,guatemala-volcano,no-damage,339.30383437235173,22.967902075842062,15.871809554031543
guatemala-volcano_00000006,guatemala-volcano,no-damage,185.0891411146602,22.319458885763993,8.828601095536056
guatemala-volcano_00000006,guatemala-volcano,no-damage,166.6605857351621,24.399531897977425,7.315233517438273
guatemala-volcano_00000006,guatemala-volcano,no-damage,145.99943497828937,22.3362351717073,6.824265161852946
guatemala-volcano_00000006,guatemala-volcano,no-damage,173.04360298002348,23.223999352803276,7.604156011021676
guatemala-volcano_00000006,guatemala-volcano,no-damage,214.10333054935043,24.019219074885626,9.624089964446851
guatemala-volcano_00000006,guatemala-volcano,no-damage,470.8386235987502,25.16462007936559,21.243786921989425
guatemala-volcano_00000006,guatemala-volcano,no-damage,360.79891767163934,22.241817180524805,16.75265076128715
guatemala-volcano_00000006,guatemala-volcano,no-damage,372.4874283789474,22.598256555404504,17.679393143759782
guatemala-volcano_00000006,guatemala-volcano,no-damage,346.5795902112757,21.7428020482879,17.394241641862187
guatemala-volcano_00000006,guatemala-volcano,no-damage,387.3401200138947,24.73365318180231,16.37298168374533
guatemala-volcano_00000006,guatemala-volcano,no-damage,374.03221664417777,23.382734116183713,16.195045416990496
guatemala-volcano_00000006,guatemala-volcano,no-damage,357.94810289079214,22.290933302891403,16.740945826603664
guatemala-volcano_00000006,guatemala-volcano,no-damage,45.86850794453265,6.477156601910991,7.571270892242055
guatemala-volcano_00000006,guatemala-volcano,no-damage,325.2459456148877,21.563066090232155,17.92373004141919
guatemala-volcano_00000006,guatemala-volcano,no-damage,385.4475500930591,23.200767313849497,17.559796434852103
guatemala-volcano_00000006,guatemala-volcano,no-damage,341.2943504789363,23.382423187640313,15.25560537122169
guatemala-volcano_00000006,guatemala-volcano,no-damage,384.75337985965245,21.785748890722687,18.673499045397392
guatemala-volcano_00000006,guatemala-volcano,no-damage,346.3274607722635,21.489344140994092,17.932487179857816
guatemala-volcano_00000006,guatemala-volcano,no-damage,423.86018114225277,23.564177362985276,19.118106166430096
guatemala-volcano_00000006,guatemala-volcano,no-damage,484.30290967282264,23.882054120359896,21.6375465146765
guatemala-volcano_00000006,guatemala-volcano,no-damage,407.0348740681547,22.450762621645083,18.588265824934922
guatemala-volcano_00000006,guatemala-volcano,no-damage,361.46235326044916,21.24373237077299,17.864047675313486
guatemala-volcano_00000006,guatemala-volcano,no-damage,507.5964489203823,25.948786707328907,20.887347543311932
guatemala-volcano_00000006,guatemala-volcano,no-damage,443.27337442888756,23.92863452033754,19.925364867806195
guatemala-volcano_00000006,guatemala-volcano,no-damage,461.47765106828143,21.67151417578026,21.81408992673397
guatemala-volcano_00000006,guatemala-volcano,no-damage,473.2423912388696,26.37651396373559,19.10515065467189
guatemala-volcano_00000006,guatemala-volcano,no-damage,45.45052003307276,5.06143916592049,9.837726828521511
guatemala-volcano_00000006,guatemala-volcano,no-damage,54.05173934720182,13.758559986849605,4.277272533210976
guatemala-volcano_00000006,guatemala-volcano,no-damage,28.014311122814483,6.487196673272024,5.4178785422254805
guatemala-volcano_00000006,guatemala-volcano,no-damage,502.16163965002943,28.751260433866605,22.230356005589044
guatemala-volcano_00000006,guatemala-volcano,no-damage,660.8718113852735,23.076050716113173,33.66833628736822
guatemala-volcano_00000006,guatemala-volcano,no-damage,457.2651916515456,23.64349457908429,24.589234365898903
guatemala-volcano_00000006,guatemala-volcano,no-damage,762.7645635377261,32.15515262998508,31.58770876441031
guatemala-volcano_00000006,guatemala-volcano,no-damage,433.0237629934657,25.314255369813793,18.34702912103839
guatemala-volcano_00000006,guatemala-volcano,no-damage,481.087324047472,25.198134927844194,21.017799182141488
guatemala-volcano_00000006,guatemala-volcano,no-damage,373.9572936783819,21.83064224696693,17.418065621359204
guatemala-volcano_00000006,guatemala-volcano,no-damage,483.76388939929376,28.681748058049152,18.579269996907726
guatemala-volcano_00000006,guatemala-volcano,no-damage,401.2812473218701,23.564177367969876,17.784284806180153
guatemala-volcano_00000006,guatemala-volcano,no-damage,984.962063164085,52.16723542934568,19.710915660191006
guatemala-volcano_00000006,guatemala-volcano,no-damage,386.1700541657087,22.2303560055841,17.63608243250269
guatemala-volcano_00000006,guatemala-volcano,no-damage,379.361231677259,24.74979635193108,15.70945157896665
guatemala-volcano_00000006,guatemala-volcano,no-damage,405.0151176552471,24.601593977304105,17.339677685147535
guatemala-volcano_00000006,guatemala-volcano,no-damage,429.0985816899604,25.639010593996204,19.118106165955396
guatemala-volcano_00000006,guatemala-volcano,no-damage,404.6197666778569,24.008784486154184,18.2288919257889
guatemala-volcano_00000006,guatemala-volcano,no-damage,416.3485125297682,25.194403476286595,17.339677685147365
guatemala-volcano_00000006,guatemala-volcano,no-damage,411.34410377971346,26.51908971397222,17.25166588830251
guatemala-volcano_00000006,guatemala-volcano,no-damage,462.61384565947316,27.048157806280358,17.969055883630404
guatemala-volcano_00000006,guatemala-volcano,no-damage,424.7439445854485,23.832642539341748,18.536499753010162
guatemala-volcano_00000006,guatemala-volcano,no-damage,391.31788705968756,24.385291868235925,16.489102122629276
guatemala-volcano_00000006,guatemala-volcano,no-damage,317.1426450623468,22.411244427857582,16.024620370891
guatemala-volcano_00000006,guatemala-volcano,no-damage,99.83582200723451,13.019571088086309,13.439557254625356
guatemala-volcano_00000007,guatemala-volcano,no-damage,663.351528583515,39.71572673936265,25.30623376898961
guatemala-volcano_00000007,guatemala-volcano,no-damage,2172.0971185471426,68.31791205802384,63.02284592635118
guatemala-volcano_00000007,guatemala-volcano,no-damage,462.18561314679243,32.90121245680928,27.79764008687698
guatemala-volcano_00000007,guatemala-volcano,no-damage,344.4783583318239,23.45434662427795,26.291565976056347
guatemala-volcano_00000007,guatemala-volcano,no-damage,817.5663610774557,41.76324659530849,39.349186096336666
guatemala-volcano_00000007,guatemala-volcano,no-damage,451.9080723178693,30.899974357809697,28.968725959534936
guatemala-volcano_00000007,guatemala-volcano,no-damage,424.6344920357566,31.865598553501627,31.382786458497208
guatemala-volcano_00000007,guatemala-volcano,no-damage,1767.3046877325053,44.17730709213481,63.00697896461179
guatemala-volcano_00000007,guatemala-volcano,no-damage,2034.8055227956015,52.37735534529281,64.70143895728984
guatemala-volcano_00000010,guatemala-volcano,destroyed,31.2775702323658,7.81786235800007,7.913202145613127
guatemala-volcano_00000010,guatemala-volcano,destroyed,17.141940068089394,5.102423832987029,4.958693587950734
guatemala-volcano_00000013,guatemala-volcano,no-damage,3424.2556224141545,35.772877489767325,122.93980219093237
guatemala-volcano_00000013,guatemala-volcano,no-damage,1933.742151229266,35.51896421341405,92.01248919214356
guatemala-volcano_00000013,guatemala-volcano,no-damage,114.0059215732091,11.528447196480556,19.539741011546994
guatemala-volcano_00000013,guatemala-volcano,no-damage,1756.9471876382677,35.52577673535916,70.21394146926514
guatemala-volcano_00000013,guatemala-volcano,no-damage,3246.5534242822814,46.309186191385834,89.88280865121766
